example_id                                                                  | status  | run_time        |
./spec/presenters/school_presenter_spec.rb[1:3:3:1]                         | passed  | 0.00151 seconds |
./spec/presenters/school_presenter_spec.rb[1:4:1]                           | passed  | 0.00223 seconds |
./spec/presenters/school_presenter_spec.rb[1:4:2:1]                         | passed  | 0.00203 seconds |
./spec/presenters/school_presenter_spec.rb[1:5:1]                           | passed  | 0.00166 seconds |
./spec/presenters/school_presenter_spec.rb[1:6:1]                           | passed  | 0.00165 seconds |
./spec/presenters/school_presenter_spec.rb[1:6:2:1]                         | passed  | 0.00164 seconds |
./spec/presenters/school_presenter_spec.rb[1:7:1]                           | passed  | 0.00225 seconds |
./spec/presenters/school_presenter_spec.rb[1:8:1:1:1]                       | passed  | 0.00306 seconds |
./spec/presenters/school_presenter_spec.rb[1:8:1:2:1]                       | passed  | 0.00411 seconds |
./spec/presenters/school_presenter_spec.rb[1:8:1:3:1]                       | passed  | 0.00223 seconds |
./spec/presenters/school_presenter_spec.rb[1:8:1:4:1]                       | passed  | 0.02155 seconds |
./spec/presenters/school_presenter_spec.rb[1:8:2:1:1]                       | passed  | 0.00296 seconds |
./spec/presenters/school_presenter_spec.rb[1:8:2:2:1]                       | passed  | 0.00348 seconds |
./spec/presenters/school_presenter_spec.rb[1:8:2:3:1]                       | passed  | 0.00187 seconds |
./spec/presenters/school_presenter_spec.rb[1:8:2:4:1]                       | passed  | 0.0044 seconds  |
./spec/presenters/tag_presenter_spec.rb[1:1]                                | passed  | 0.04995 seconds |
./spec/presenters/tag_presenter_spec.rb[1:2]                                | passed  | 0.05062 seconds |
./spec/presenters/tag_presenter_spec.rb[1:3]                                | passed  | 0.05236 seconds |
./spec/presenters/tag_presenter_spec.rb[1:4]                                | passed  | 0.06027 seconds |
./spec/presenters/version_presenter_spec.rb[1:1:1]                          | passed  | 0.00485 seconds |
./spec/presenters/version_presenter_spec.rb[1:1:2]                          | passed  | 0.00498 seconds |
./spec/presenters/version_presenter_spec.rb[1:1:3]                          | passed  | 0.00434 seconds |
./spec/presenters/version_presenter_spec.rb[1:1:4]                          | passed  | 0.00558 seconds |
./spec/presenters/version_presenter_spec.rb[1:1:5]                          | passed  | 0.02883 seconds |
./spec/services/command/allocate_circuits_spec.rb[1:1]                      | passed  | 0.10729 seconds |
./spec/services/command/allocate_circuits_spec.rb[1:2:1]                    | passed  | 0.10516 seconds |
./spec/services/command/allocate_circuits_spec.rb[1:3:1]                    | passed  | 0.0954 seconds  |
./spec/services/command/clear_common_entity_attributes_spec.rb[1:1]         | passed  | 0.00919 seconds |
./spec/services/command/clear_common_entity_attributes_spec.rb[1:2]         | passed  | 0.01103 seconds |
./spec/services/command/clear_common_entity_attributes_spec.rb[1:3]         | passed  | 0.0097 seconds  |
./spec/services/command/clear_common_entity_attributes_spec.rb[1:4]         | passed  | 0.0099 seconds  |
./spec/services/command/clear_common_entity_attributes_spec.rb[1:5]         | passed  | 0.00913 seconds |
./spec/services/command/create_allocation_spec.rb[1:1:1:1]                  | passed  | 0.08456 seconds |
./spec/services/command/create_allocation_spec.rb[1:1:1:2]                  | passed  | 0.08619 seconds |
./spec/services/command/create_allocation_spec.rb[1:1:1:3:1]                | passed  | 0.09424 seconds |
./spec/services/command/create_allocation_spec.rb[1:1:1:4:1]                | passed  | 0.01498 seconds |
./spec/services/command/create_allocation_spec.rb[1:1:1:5:1]                | passed  | 0.04387 seconds |
./spec/services/command/create_allocation_spec.rb[1:1:2:1]                  | passed  | 0.07886 seconds |
./spec/services/command/create_allocation_spec.rb[1:1:2:2]                  | passed  | 0.07927 seconds |
./spec/services/command/create_allocation_spec.rb[1:1:2:3:1]                | passed  | 0.01949 seconds |
./spec/services/command/create_allocations_spec.rb[1:1]                     | passed  | 0.01178 seconds |
./spec/services/command/create_allocations_spec.rb[1:2:1:1]                 | passed  | 0.22097 seconds |
./spec/services/command/create_allocations_spec.rb[1:2:1:2]                 | passed  | 0.22742 seconds |
./spec/services/command/create_allocations_spec.rb[1:2:2:1]                 | failed  | 0.08375 seconds |
./spec/services/command/create_allocations_spec.rb[1:2:2:2]                 | failed  | 0.08901 seconds |
./spec/services/command/create_line_item_circuits_spec.rb[1:1:1]            | passed  | 0.01655 seconds |
./spec/services/command/create_line_item_circuits_spec.rb[1:2:1]            | passed  | 0.02198 seconds |
./spec/services/command/create_line_item_circuits_spec.rb[1:3:1]            | passed  | 0.01437 seconds |
./spec/services/command/create_line_item_spec.rb[1:1:1:1]                   | passed  | 0.04736 seconds |
./spec/services/command/create_tag_spec.rb[1:1:1]                           | passed  | 0.01728 seconds |
./spec/services/command/create_tag_spec.rb[1:1:2]                           | passed  | 0.02278 seconds |
./spec/services/command/find_or_create_entity_by_ben_spec.rb[1:1:1]         | passed  | 0.03155 seconds |
./spec/services/command/find_or_create_entity_by_ben_spec.rb[1:2:1]         | passed  | 0.02814 seconds |
./spec/services/command/map_entity_ben_spec.rb[1:1:1]                       | passed  | 0.00349 seconds |
./spec/services/command/map_entity_ben_spec.rb[1:2:1]                       | passed  | 0.04299 seconds |
./spec/services/command/map_entity_ben_spec.rb[1:2:2]                       | passed  | 0.05735 seconds |
./spec/services/command/map_entity_ben_spec.rb[1:2:3]                       | passed  | 0.07575 seconds |
./spec/services/command/map_entity_ben_spec.rb[1:2:4:1:1]                   | passed  | 0.04942 seconds |
./spec/services/command/map_entity_ben_spec.rb[1:2:4:2:1]                   | passed  | 0.06852 seconds |
./spec/services/command/map_entity_ben_spec.rb[1:3:1]                       | passed  | 0.04732 seconds |
./spec/services/command/map_entity_ben_spec.rb[1:4:1]                       | passed  | 0.02933 seconds |
./spec/services/command/synch_all_common_entity_attributes_spec.rb[1:1:1:1] | passed  | 0.07329 seconds |
./spec/services/command/synch_all_common_entity_attributes_spec.rb[1:2:1:1] | passed  | 0.09019 seconds |
./spec/services/command/synch_common_entity_attributes_spec.rb[1:1:1:1:1:1] | passed  | 0.05916 seconds |
./spec/services/command/synch_common_entity_attributes_spec.rb[1:1:1:2:1:1] | passed  | 0.05025 seconds |
./spec/services/command/synch_common_entity_attributes_spec.rb[1:1:2:1:1:1] | passed  | 0.13393 seconds |
./spec/services/command/synch_common_entity_attributes_spec.rb[1:1:2:2:1:1] | passed  | 0.10277 seconds |
./spec/services/command/synch_common_entity_attributes_spec.rb[1:1:3:1:1:1] | passed  | 0.04308 seconds |
./spec/services/command/synch_common_entity_attributes_spec.rb[1:1:3:2:1:1] | passed  | 0.04441 seconds |
./spec/services/command/synch_common_entity_attributes_spec.rb[1:1:4:1:1:1] | passed  | 0.04132 seconds |
./spec/services/command/synch_common_entity_attributes_spec.rb[1:1:4:2:1:1] | passed  | 0.08322 seconds |
./spec/services/command/synch_common_entity_attributes_spec.rb[1:2:1:1]     | passed  | 0.00397 seconds |
./spec/services/command/unmap_entity_ben_spec.rb[1:1]                       | passed  | 0.03866 seconds |
./spec/services/command/unmap_entity_ben_spec.rb[1:2]                       | passed  | 0.04456 seconds |
./spec/services/command/update_allocations_spec.rb[1:1:1]                   | failed  | 0.08471 seconds |
./spec/services/command/update_allocations_spec.rb[1:2:1]                   | passed  | 0.1193 seconds  |
./spec/services/command/update_allocations_spec.rb[1:2:2]                   | passed  | 0.10901 seconds |
./spec/services/command/update_allocations_spec.rb[1:2:3:1]                 | passed  | 0.07668 seconds |
./spec/services/command/update_campuses_spec.rb[1:1:1]                      | passed  | 0.18515 seconds |
./spec/services/command/update_campuses_spec.rb[1:2:1]                      | passed  | 0.0683 seconds  |
./spec/services/command/update_campuses_spec.rb[1:3:1]                      | passed  | 0.07121 seconds |
./spec/services/command/update_campuses_spec.rb[1:4:1]                      | passed  | 0.05355 seconds |
./spec/services/command/update_campuses_spec.rb[1:4:2]                      | passed  | 0.05607 seconds |
./spec/services/command/update_circuits_spec.rb[1:1:1]                      | passed  | 0.01871 seconds |
